DNI,Asegurado,FecNac,SEXO,CPP,síntomas,enfermedad detectada,Distrito
38646233.0,Juan Marco López Mendoza,2005-10-10,F,SANTA ROSA,,,Cutervo
40978675.0,Carlos Laura López Flores,1952-10-02,M,CASERIO CHURAZ,"dolor de cabeza, visión borrosa",Hipertensión,Cutervo
93106272.0,Verónica Mónica Flores Ramírez,1942-10-08,M,OTRO. CAMINO A SECTOR LA PALMA NRO. PUERTA SN PISO.01,,,Cutervo
13192614.0,Rosa Luisa Ramírez López,2004-10-02,M,SAN JUAN DE CHORRILLOS,"acidez estomacal, dolor abdominal",Gastritis,Cutervo
76887919.0,Luis David Gutiérrez Paredes,2018-08-13,F,OTRO. CUMBE NRO. PUERTA SN PISO.01,dolor de cabeza,,Cutervo
27323656.0,Fernando Isabel Torres Sánchez,1981-05-19,M,EL CUMBE,"fiebre, tos, dolor de garganta",Gripe,Cutervo
19617071.0,Ana Laura Vargas Gutiérrez,2010-10-29,F,CASERIO SANTA RITA,"sensibilidad a la luz, náuseas",Migraña,Cutervo
67923171.0,Pedro Sara Paredes González,2018-11-10,F,OTRO CHURAZ NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,fiebre,,Cutervo
82424179.0,Marta Olga Castillo Flores,2007-03-17,F,C.P.EL CUMBE,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
14316761.0,Carmen Mónica Paredes García,2015-09-27,M,OTRO YAPANA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,náuseas,Diabetes,Cutervo
91434916.0,Ángel Raúl Vargas Castillo,1994-07-07,F,OTRO. A TREINTA MINUTOS DEL CASERIO NRO. PUERTA SN PISO.01,"dificultad para respirar, fiebre",COVID-19,Cutervo
37875937.0,José Mónica Cruz Herrera,2003-01-10,M,EL CUMBE,"sed excesiva, micción frecuente",Diabetes,Cutervo
92208138.0,Yolanda Flores Martínez,2000-12-29,F,OTRO EL CUMBE NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,,,Cutervo
36863470.0,Jorge Luisa Cruz Sánchez,2016-10-07,M,VILUCO,fiebre,,Cutervo
20945224.0,Verónica Luisa Mendoza Martínez,1992-07-31,M,EL CUMBE,,,Cutervo
32539218.0,Juan Claudia Vargas Paredes,1996-09-28,F,SAN JOSE DE LIRIO,"fiebre, tos, congestión nasal",Gripe,Cutervo
10933133.0,Fernando Eduardo García Gutiérrez,1940-09-15,F,EL CUMBE,"congestión nasal, fiebre, dolor de garganta",Gripe,Cutervo
64269038.0,Carmen Sara Martínez Gutiérrez,1996-10-30,M,OTRO. HUABAL NRO. PUERTA SN PISO.01,"sed excesiva, micción frecuente",Diabetes,Cutervo
24265080.0,Ana Pablo Mendoza Delgado,1990-12-20,F,CAS. SAN JUAN DE CHORRILLOS,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
23817848.0,Juan Pablo Delgado Mendoza,2003-07-09,F,OTRO. SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"ojos llorosos, estornudos",Alergia,Cutervo
24136208.0,Lucía Martínez Ramírez,1993-07-29,M,,,Gastritis,Cutervo
83280146.0,Fernando Herrera García,1990-10-16,F,CASERIO LA YANGUA,"fiebre, congestión nasal",Gripe,Cutervo
40791223.0,Marta Luisa Mendoza López,1984-05-13,F,CALLAYUC,"dificultad para respirar, pérdida de olfato",COVID-19,Cutervo
94390793.0,José Herrera Gutiérrez,1998-12-10,M,SAN ISIDRO,"ojos llorosos, picazón",Alergia,Cutervo
55907212.0,María Olga Torres Sánchez,1995-02-11,F,,,Asma,Cutervo
49270527.0,Pedro Andrés Mendoza González,1925-05-20,F,,"sibilancias, opresión en el pecho",Asma,Cutervo
39748806.0,Ángel Laura Rojas González,2019-02-23,M,OTRO SALLOC NRO.SN BLOQUE. PISO.2 INTERIOR.  MZA.  LOTE. km.,acidez estomacal,Diabetes,Cutervo
16364754.0,Yolanda Marco Castillo Sánchez,2014-02-27,F,CAS. SAN ISIDRO,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
22515693.0,José Héctor Ramírez Rojas,2003-05-08,M,OTRO. HUERTILLAS NRO. PUERTA SN PISO.01,"náuseas, acidez estomacal",Gastritis,Cutervo
22797572.0,Carmen Mónica Rojas Mendoza,1957-04-04,M,COMUNIDAD PUQUIO,"sed excesiva, cansancio, micción frecuente",Diabetes,Cutervo
83489596.0,Ana Héctor Silva Gutiérrez,1964-01-02,M,EL CUMBE,"tos, fiebre, congestión nasal",Gripe,Cutervo
92296225.0,Miguel Gloria Cruz González,2015-06-10,F,CALLE JAEN S/N,"picazón, estornudos, ojos llorosos",Alergia,Cutervo
35228187.0,Fernando Laura Gutiérrez Delgado,1957-05-20,M,CASERIO SAN ISIDRO,"sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
36833170.0,Luis Gloria García Pérez,1990-02-27,M,EL CUMBE,"sibilancias, dificultad para respirar",Asma,Cutervo
52377193.0,Yolanda Pablo Rojas Castillo,1994-03-12,F,CARR. A SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"mareos, visión borrosa, dolor de cabeza",Hipertensión,Cutervo
15488674.0,Juan Carolina Silva Rojas,2018-07-24,F,OTRO. SAN JOSE NRO. PUERTA SN PISO.01,"dolor de garganta, tos",Gripe,Cutervo
20415340.0,Juan David Castillo Delgado,2021-10-15,M,CENTRO POBLADO CUMBE,"sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
55305985.0,Jesús Olga Rojas Pérez,1984-05-13,F,CALLAYUC,"dificultad para respirar, pérdida de olfato",COVID-19,Cutervo
52070143.0,Juan Olga Martínez Cruz,1997-06-18,M,EL SALLOC,"náuseas, acidez estomacal",Gastritis,Cutervo
13722277.0,Pedro Héctor López Castillo,2011-10-03,M,CASERIO SAN JOSE,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Cutervo
18338794.0,Juan Carolina Rodríguez Silva,1965-09-12,M,C.P.EL CUMBE,"picazón, estornudos",Alergia,Cutervo
40086942.0,Miguel Paredes Herrera,2003-04-13,F,chorrillos,fiebre,Gripe,Cutervo
40771951.0,Marta Laura Mendoza Torres,2005-08-30,M,VILUCO,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
31933309.0,María Eduardo Silva Ramírez,2018-06-10,M,OTRO. SAN ISIDRO NRO. PUERTA SN PISO.01,,,Cutervo
13837745.0,Sandra Eduardo Sánchez Silva,2014-07-10,F,CASERIO YAPANA,"pérdida de olfato, fiebre",COVID-19,Cutervo
36314093.0,Luis Héctor Vargas Castillo,1963-08-30,F,CASERIO SAN JOSE,"picazón, estornudos",Alergia,Cutervo
97334751.0,Lucía Claudia Sánchez Pérez,1946-06-20,F,CASERIO CHURAZ,"visión borrosa, mareos, dolor de cabeza",Hipertensión,Cutervo
38031819.0,Carlos Claudia Delgado Herrera,1950-08-05,F,PACCHA,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Cutervo
37678073.0,Luis Sara Paredes López,2009-09-08,F,CALLAYUC,"pérdida de olfato, tos seca, fiebre",COVID-19,Cutervo
39712859.0,Ángel Andrés López Vargas,2024-01-25,F,YAPANA,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
27619604.0,Rosa Roberto Herrera Silva,2000-09-25,F,C.P.EL CUMBE,"cansancio, sed excesiva, micción frecuente",Diabetes,Cutervo
33262248.0,Ángel Mónica Vargas Castillo,1948-04-21,F,SANTA FE,"náuseas, dolor de cabeza",Migraña,Cutervo
43964949.0,Ana Roberto Vargas González,1985-03-12,F,OTRO. MERENDANA NRO. PUERTA SN PISO.02,"dolor de cabeza, mareos, visión borrosa",Hipertensión,Cutervo
69293065.0,José Laura Rojas Rodríguez,2015-12-16,M,COMERCIO SN,"tos, fiebre",Gripe,Cutervo
84199036.0,Miguel Natalia Cruz Silva,1987-07-23,M,OTRO. SN NRO. PUERTA SN PISO.02 INTERIOR. 004,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Cutervo
96455831.0,Ana Alberto García Pérez,2017-01-06,F,OTRO CHURAZ NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"estornudos, ojos llorosos",Alergia,Cutervo
40201551.0,Ana Eduardo García Mendoza,2016-08-30,F,OTRO. CAMINO AL PUESTO DE SALUD NRO. PUERTA SN PISO.01,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
47998476.0,José Alberto López Herrera,2022-05-01,F,CAS. CHONTAS,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
63080104.0,Patricia Roberto Cruz Flores,2000-11-26,F,CALLE SAENS PEÑA NRO.SN BLOQUE. PISO.02 INTERIOR.  MZA.  LOTE.,"ojos llorosos, estornudos",Alergia,Cutervo
42278731.0,Juan Alberto Vargas García,1973-07-29,M,CASERIO BATANCILLO,"fiebre, dificultad para respirar",COVID-19,Cutervo
39550277.0,Jorge Claudia Sánchez Rojas,1979-11-25,M,CHONTAS,"picazón, ojos llorosos",Alergia,Cutervo
93620824.0,Miguel Isabel Castillo Vargas,2017-05-31,F,,cansancio,Alergia,Cutervo
81330293.0,Ana Héctor Herrera Ramírez,1997-09-09,F,CASERIO SAN JOSE,"cansancio, sed excesiva",Diabetes,Cutervo
86590897.0,María Claudia Martínez Ramírez,2005-03-28,F,LA PACCHA MIRAFLORES,"dificultad para respirar, fiebre",COVID-19,Cutervo
41740172.0,Fernando Roberto García Sánchez,1979-07-26,F,OTRO SAN JUAN DE CHORRRILLOS NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,,Migraña,Cutervo
50448494.0,Jorge Roberto Gutiérrez Castillo,2014-07-24,M,SAN JOSE,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Cutervo
69421302.0,Miguel Olga Sánchez Delgado,2013-07-20,M,CASERIO CHONTAS ALTAS,"micción frecuente, cansancio, sed excesiva",Diabetes,Cutervo
24263044.0,Pedro Carolina Ramírez González,2000-09-23,F,CASERIO CHONTAS ALTAS,,,Cutervo
30725557.0,Rosa Laura García Martínez,2009-10-22,F,SAN ISIDRO,"fiebre, congestión nasal",Gripe,Cutervo
78791325.0,Juan Natalia Silva Castillo,2004-06-25,F,EL CUMBE,"náuseas, dolor de cabeza",Migraña,Cutervo
90689015.0,Juan Raúl Pérez Gutiérrez,2013-08-11,M,SAN ISIDRO,,,Cutervo
58376697.0,Juan Roberto Pérez Rodríguez,2006-03-19,M,CASERIO SAN ISIDRO,"dolor abdominal, náuseas",Gastritis,Cutervo
23397002.0,Ángel Isabel González Castillo,1979-10-01,F,SAN JOSE,"dolor de cabeza, sensibilidad a la luz, náuseas",Migraña,Cutervo
15608754.0,Jorge Eduardo Delgado Mendoza,2010-06-01,M,CUCHEA NOGAL,,Asma,Cutervo
10629733.0,Ángel Diego Pérez Vargas,1994-02-06,F,,tos,,Cutervo
54387684.0,Fernando Andrés González Gutiérrez,1983-01-19,F,CASERIO SANTA RITA,"náuseas, dolor de cabeza",Migraña,Cutervo
35952519.0,Verónica David López Rodríguez,1994-10-08,F,OTRO BATANCILLO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"acidez estomacal, náuseas",Gastritis,Cutervo
81313581.0,Ángel Pablo Rodríguez Herrera,1973-09-14,F,CALLAYUC,"cansancio, micción frecuente",Diabetes,Cutervo
42642540.0,Sandra Vargas Delgado,2003-10-17,M,CALLAYUC,,,Cutervo
79891578.0,Sandra Diego López González,1946-04-01,M,05SAN JOSE DE LIRIO,"picazón, estornudos, ojos llorosos",Alergia,Cutervo
51801053.0,José Laura Delgado Cruz,2016-09-16,F,OTRO. SECTOR EL CAMPO NRO. PUERTA SN PISO.01,"sed excesiva, cansancio",Diabetes,Cutervo
38918251.0,Marta Eduardo Pérez Paredes,2021-12-27,F,CHONTAS ALTAS,"acidez estomacal, náuseas, dolor abdominal",Gastritis,Cutervo
13817771.0,Jorge Luisa Rodríguez Herrera,2003-10-19,F,HUERTILLAS,mareos,Hipertensión,Cutervo
28917080.0,Ángel Claudia Delgado Paredes,2007-10-07,F,caserio san isidro,mareos,Asma,Cutervo
62151119.0,Juan Mónica Vargas Rojas,1991-06-10,F,VISTA ALEGRE EL CUMBE,"sed excesiva, cansancio",Diabetes,Cutervo
28596677.0,María Roberto Paredes Herrera,2005-09-13,M,CASERIO GRAMALOTILLO,"dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
71913580.0,Lucía Diego García Delgado,2020-10-14,M,CUMBE,"fiebre, dolor de garganta, tos",Gripe,Cutervo
80771287.0,Jorge Andrés Vargas Paredes,1955-06-26,F,CPM EL CUMBE,"pérdida de olfato, dificultad para respirar",COVID-19,Cutervo
11149898.0,Sandra Raúl Pérez Herrera,2007-11-23,F,CASERIO LLANGUA,"dificultad para respirar, opresión en el pecho, sibilancias",Asma,Cutervo
58774896.0,Rosa Isabel Vargas Paredes,2018-07-06,F,CARR. YAPANA NRO. PUERTA SN PISO.01,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
81552525.0,Miguel Alberto Paredes Gutiérrez,1939-04-16,M,COMUNIDAD DE SAN JUAN DE CHORRILLOS,"picazón, estornudos, ojos llorosos",Alergia,Cutervo
25599910.0,Lucía Claudia Vargas González,1978-02-04,F,OTRO. CHONTAS BAJAS NRO. PUERTA SN PISO.01,"dificultad para respirar, pérdida de olfato",Migraña,Cutervo
72426728.0,Yolanda Natalia Martínez Rodríguez,2003-11-20,M,CHURAZ,tos,,Cutervo
36186274.0,Ángel Pablo López Gutiérrez,2003-04-13,F,chorrillos,fiebre,Gripe,Cutervo
99068802.0,Rosa Marco Silva Castillo,1972-09-26,M,YAPANA,"opresión en el pecho, dificultad para respirar",Gripe,Cutervo
74734885.0,Luis Isabel Cruz Rojas,2010-06-29,F,distrito de callayuc,"tos, dolor de garganta, fiebre",Gripe,Cutervo
43085538.0,Pedro Raúl Rodríguez López,1981-12-10,F,CUCHEA,"náuseas, dolor abdominal",Gastritis,Cutervo
61259387.0,Juan Eduardo Delgado López,2001-07-30,M,SAN ISIDRO,"dificultad para respirar, opresión en el pecho, sibilancias",Asma,Cutervo
15002593.0,Juan Mónica Sánchez Pérez,1966-03-12,M,C.P.EL CUMBE,"fiebre, tos seca",Hipertensión,Cutervo
42169758.0,Ana Andrés Paredes López,1937-05-13,M,OTRO OTRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"náuseas, acidez estomacal",Gastritis,Cutervo
91681846.0,Pedro Carolina Herrera Paredes,1972-06-20,M,C.P.EL CUMBE,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
34864200.0,Jorge Pablo Torres Rodríguez,1962-07-15,M,BATANCILLO,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
10869050.0,Fernando Rojas Pérez,2008-10-26,F,CP EL CUMBE,"sibilancias, opresión en el pecho",Asma,Cutervo
58799666.0,Ángel Sara Herrera Castillo,1957-01-01,F,CASERIO SAN ISIDRO,,,Cutervo
36068962.0,Jesús Raúl Vargas Rodríguez,2019-06-19,M,OTRO. LA CONGA NRO. PUERTA SN PISO.01,pérdida de olfato,Migraña,Cutervo
61269545.0,María David Paredes Pérez,1983-03-14,F,UNION SAN JOSE,"micción frecuente, cansancio",Diabetes,Cutervo
22884954.0,Marta Luisa Mendoza Sánchez,2024-02-13,M,SAN  JUAN DE CHORRILLO,"micción frecuente, sed excesiva",Diabetes,Cutervo
76546209.0,Rosa Carolina Vargas Flores,1986-02-12,M,SECTOR BARRIOS ALTOS S/N,"cansancio, micción frecuente",Alergia,Cutervo
78218376.0,Verónica Sánchez López,2020-09-01,F,CASERIO YAPANA,"náuseas, acidez estomacal, dolor abdominal",Gastritis,Cutervo
37034870.0,María Diego Rojas Castillo,2007-04-09,M,CASERIO TOCHEPAMPA,"estornudos, picazón",Alergia,Cutervo
46731513.0,José Eduardo Silva Martínez,1978-04-09,M,CARR. SAN JUAN DE CHORRILLOS NRO. PUERTA SN PISO.01,"sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
13249745.0,Ángel Laura López Torres,1968-01-03,M,CUCHEA,,,Cutervo
15701056.0,Verónica Marco López Delgado,1935-03-02,M,OTRO FRENTE INSTITUCION EDUCAT SN   PISO 01,,COVID-19,Cutervo
27470677.0,José Héctor Martínez Ramírez,2004-05-02,M,CUCHEA,"ojos llorosos, estornudos, picazón",Alergia,Cutervo
92055968.0,Marta Andrés Rodríguez Ramírez,2021-06-12,M,CASERIO FILADELFIA,,,Cutervo
56480136.0,José Héctor Rojas Cruz,1978-12-09,F,EL CUMBE,"náuseas, dolor de cabeza",Migraña,Cutervo
86277952.0,Miguel Pérez Gutiérrez,2022-05-10,F,CUMBE,"congestión nasal, tos, dolor de garganta",Gripe,Cutervo
22639587.0,Miguel Isabel Vargas Martínez,2008-03-16,M,CALLE COMERCIO S/N,,,Cutervo
34601774.0,Fernando Pablo Flores Herrera,1957-09-10,M,SAN JUAN DE CHORRILLOS,"náuseas, dolor de cabeza",Migraña,Cutervo
55939439.0,Miguel Sánchez Gutiérrez,1998-11-30,F,CARR. A SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"mareos, dolor de cabeza",Hipertensión,Cutervo
38788404.0,Lucía Roberto Flores Mendoza,1955-01-28,F,CALLAYUC,"dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
46538602.0,Jorge Laura González Herrera,2004-10-20,M,CASERIO SAN JOSE DE LIRIO,"estornudos, ojos llorosos, picazón",Alergia,Cutervo
48185664.0,María Natalia López Rojas,1963-06-28,F,CALLAYUC,"sed excesiva, cansancio, micción frecuente",Diabetes,Cutervo
49001251.0,María Marco Silva Delgado,2003-03-26,M,SAN JOSE DE LIRIO,sed excesiva,Hipertensión,Cutervo
41387973.0,Sandra Sara Flores Vargas,1953-09-23,F,JUNTAS,"congestión nasal, dolor de garganta",Gripe,Cutervo
24489254.0,Ángel Alberto Gutiérrez Silva,2017-03-27,M,,"cansancio, sed excesiva, micción frecuente",Diabetes,Cutervo
22137594.0,Ana Pablo Delgado Mendoza,2006-02-14,F,OTRO. SAN ANTONIO DE VILUCO NRO. PUERTA SN PISO.01,"sed excesiva, cansancio",Diabetes,Cutervo
90319789.0,Sandra Eduardo Vargas González,1962-01-01,F,OTRO. SAN JUAN DE CHORRILLOS NRO. PUERTA SN PISO.01,"dolor abdominal, náuseas",Gastritis,Cutervo
84362879.0,Luis Sara Paredes Rojas,1998-11-01,F,OTRO. NUEVO PIURITA NRO. PUERTA SN PISO.01,"dolor de cabeza, mareos",Gastritis,Cutervo
90757763.0,Pedro Diego Martínez Delgado,1995-10-01,M,EL SALLEF,"sensibilidad a la luz, náuseas, dolor de cabeza",Migraña,Cutervo
97277529.0,Fernando Raúl Torres Cruz,2000-08-27,F,ASENT.H. LOS ROBLES MZ. F LT. 14,dolor de cabeza,,Cutervo
61957408.0,Juan Sara Silva Gutiérrez,2020-01-19,M,CASERIO CHURAS,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
14429297.0,Fernando Diego Castillo Martínez,1990-04-01,M,SANTA RITA,,,Cutervo
55653085.0,Pedro Sara Rojas Castillo,1992-03-12,M,QUEROMARCA,"tos, dolor de garganta, congestión nasal",Gripe,Cutervo
92220126.0,José Claudia Castillo Rodríguez,1981-07-16,F,,"picazón, estornudos",Alergia,Cutervo
87994352.0,Carmen Eduardo Ramírez Flores,2019-07-10,F,OTRO. GRAMALOTILLO NRO. PUERTA SN PISO.01,,,Cutervo
21772732.0,Rosa Olga Delgado Mendoza,2019-03-31,F,OTRO CALLAYUC NRO.SN BLOQUE. PISO.1 INTERIOR.  MZA.  LOTE. KM.,"náuseas, sensibilidad a la luz",Migraña,Cutervo
15558937.0,Luis Raúl Martínez López,1982-03-10,M,CARR. A CHURAS NRO. PUERTA SN PISO.01,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
31672289.0,Carlos Marco Sánchez Mendoza,1945-12-20,F,LA LIBERTAD,"náuseas, sensibilidad a la luz",Migraña,Cutervo
82093673.0,Jorge Claudia López Rojas,1970-04-03,F,CASERIO CUCHEA,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
95690005.0,Carmen Diego Pérez Silva,1959-06-14,M,OTRO. SADAMAYO NRO. PUERTA SN PISO.01,"náuseas, sensibilidad a la luz",Gripe,Cutervo
43158527.0,Sandra Sánchez López,2000-03-06,F,CRR. AL CUMBE SN   PISO 01,,,Cutervo
11020390.0,Fernando Pérez Herrera,1998-10-30,F,CASERIO YAPANA,"sed excesiva, micción frecuente, cansancio",Diabetes,Cutervo
55068351.0,Pedro Roberto Ramírez García,2016-12-29,F,OTRO. HUABAL NRO. PUERTA SN PISO.01,,Gripe,Cutervo
72544221.0,Jorge Sara Vargas Torres,2014-09-01,F,EL CUMBE,"congestión nasal, fiebre",Gripe,Cutervo
62057411.0,Ángel Roberto Torres Paredes,1977-12-05,F,OTRO. SAN JUAN DE CHIPLE NRO. PUERTA SN PISO.02,"opresión en el pecho, dificultad para respirar",Asma,Cutervo
66630880.0,Jorge Andrés Castillo Ramírez,1941-01-17,M,CASERIO MERENDANA,"sensibilidad a la luz, náuseas",Migraña,Cutervo
28558072.0,Pedro Marco Mendoza Ramírez,2022-06-23,F,EL CUMBE,"opresión en el pecho, dificultad para respirar",Asma,Cutervo
76823825.0,Yolanda Carolina López Rojas,1996-03-16,F,OTRO. RIVERA DE QUEBRADA NRO. PUERTA SN PISO.01,"tos, dolor de garganta",Gripe,Cutervo
12072589.0,Rosa Andrés Martínez García,1975-04-21,M,CALLE COMERCIO SN,,,Cutervo
49246632.0,Juan Marco Delgado Gutiérrez,1992-07-11,M,CASERIO SAN ISIDRO,,,Cutervo
93308053.0,Jesús Raúl Cruz Ramírez,1972-09-24,F,CALLAYUC,"visión borrosa, mareos",Hipertensión,Cutervo
80567192.0,Lucía Luisa Mendoza López,1994-05-15,M,OTRO. FRENTE AL CAMPO DEPORTIVO NRO. PUERTA SN PISO.01,"cansancio, micción frecuente",Diabetes,Cutervo
35765995.0,Carmen Mónica Silva Pérez,2011-12-27,M,UNION DE SAN JOSE,"congestión nasal, fiebre, dolor de garganta",Gripe,Cutervo
22222008.0,Fernando Gutiérrez Sánchez,1950-01-24,M,SAN ISIDRO,"tos, fiebre, congestión nasal",Gripe,Cutervo
61603907.0,Verónica Roberto García López,1992-04-28,F,OTRO. FILADELFIA NRO. PUERTA SN PISO.01,"mareos, visión borrosa",Hipertensión,Cutervo
84047147.0,Ángel David Gutiérrez Delgado,2008-08-05,F,EL CUMBE,"tos seca, fiebre",COVID-19,Cutervo
75259402.0,Juan Alberto Martínez Ramírez,1988-11-10,F,OTRO CAMINα A YUBE SN   PISO 01,"dolor de garganta, fiebre, tos",Gripe,Cutervo
48141121.0,Verónica Héctor López Silva,2015-11-04,M,CAS CHONTAS ALTAS,"acidez estomacal, dolor abdominal",Gastritis,Cutervo
60046698.0,Luis Natalia Pérez Rojas,1974-02-13,M,CUCHEA,"náuseas, sensibilidad a la luz",Migraña,Cutervo
79975380.0,Carmen Gloria Cruz Mendoza,2015-06-19,F,OTRO. LA LIBERTAD NRO. PUERTA SN PISO.01,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Cutervo
32829571.0,Fernando Sara González García,1992-04-04,M,CASERIO FLOR DE LIRIO,"fiebre, tos seca, pérdida de olfato",COVID-19,Cutervo
32953070.0,Jorge Marco Ramírez Cruz,1968-06-18,F,CASERIO SAN JOSE DE LIRIO,"dificultad para respirar, opresión en el pecho",Gripe,Cutervo
25602854.0,Carlos Diego Gutiérrez Mendoza,1996-01-20,F,CP.EL CUMBE,"sensibilidad a la luz, náuseas",Migraña,Cutervo
75124880.0,Ángel Alberto Herrera Delgado,1971-03-29,M,EL SALLOC,dolor de cabeza,,Cutervo
82674150.0,Lucía Andrés Gutiérrez Cruz,2003-08-05,F,PUQUIO,,Hipertensión,Cutervo
18092728.0,Patricia Natalia Pérez Herrera,1985-12-17,M,CASERIO SAN JUAN DE CHORRILLOS,"fiebre, congestión nasal, tos",Gripe,Cutervo
64241359.0,Jesús Ramírez Pérez,2002-08-07,M,OTRO SAN JUAN BAUTISTA}  NRO: SN PISO: 01,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Cutervo
67918847.0,Marta Luisa Rodríguez Pérez,1994-04-15,F,CPM. EL CUMBE,tos,,Cutervo
60134307.0,Juan Eduardo Martínez Castillo,1986-02-03,F,CASERIO SAN JOSE,"dificultad para respirar, sibilancias",Asma,Cutervo
27962435.0,Carlos Isabel Delgado Flores,1985-04-14,M,COMUNIDAD DE SAN JUAN DE CHORRILLOS,"estornudos, ojos llorosos, picazón",Alergia,Cutervo
51872676.0,Sandra Roberto Vargas Paredes,1988-07-22,M,CPM EL CUMBE,"opresión en el pecho, dificultad para respirar",Asma,Cutervo
70533006.0,Ángel Eduardo Paredes Martínez,2006-04-15,F,caserio chontas,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
57987031.0,Rosa Luisa Paredes Sánchez,2011-02-22,M,C.P.EL CUMBE,,,Cutervo
35974397.0,Pedro Pablo Paredes Pérez,1977-04-26,M,VILUCO,"estornudos, ojos llorosos, picazón",Alergia,Cutervo
85264868.0,Verónica Héctor Torres Delgado,1964-04-21,F,CALLAYUC,,Gastritis,Cutervo
99489255.0,Carmen Olga García Mendoza,1964-08-08,F,BATANCILLO,"dolor de garganta, tos",Gripe,Cutervo
38494018.0,Verónica Mónica Sánchez Silva,2014-07-21,F,OTRO. YUBE NRO. PUERTA SN PISO.01,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Cutervo
28695845.0,Patricia Gloria Silva Torres,1955-12-31,M,CASERIO SAN JOSE,"dolor de cabeza, sensibilidad a la luz, náuseas",Migraña,Cutervo
97522213.0,Marta Raúl Pérez González,2005-02-12,F,CASERIO CHURAZ,"sed excesiva, micción frecuente",Diabetes,Cutervo
86786635.0,Luis Roberto Torres Pérez,2002-08-28,M,,"dolor abdominal, náuseas",Gastritis,Cutervo
15694226.0,María Gloria Delgado González,1960-08-10,F,VILUCO,"congestión nasal, dolor de garganta, tos",Gripe,Cutervo
